Date : 2024-06-24 11:37:33
Directory : c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src
Total : 334 files,  243724 codes, 545 comments, 9923 blanks, all 254192 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\notfound\notfound.component.ts                            | TypeScript |          6 |          0 |          1 |          7 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\crud\crud-routing.module.ts                         | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\crud\crud.component.html                            | HTML       |        103 |          0 |         10 |        113 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\crud\crud.component.ts                              | TypeScript |        110 |          2 |         30 |        142 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\crud\crud.module.ts                                 | TypeScript |         40 |          0 |          2 |         42 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\empty\emptydemo-routing.module.ts                   | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\empty\emptydemo.component.html                      | HTML       |        160 |          4 |         46 |        210 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\empty\emptydemo.component.ts                        | TypeScript |        106 |         31 |         62 |        199 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\empty\emptydemo.module.ts                           | TypeScript |         26 |          1 |         14 |         41 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\pages-routing.module.ts                             | TypeScript |         12 |          0 |          2 |         14 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\pages.module.ts                                     | TypeScript |         11 |          0 |          2 |         13 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\timeline\timelinedemo-routing.module.ts             | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\timeline\timelinedemo.component.html                | HTML       |         87 |          0 |          4 |         91 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\timeline\timelinedemo.component.ts                  | TypeScript |         21 |          0 |          7 |         28 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\timeline\timelinedemo.module.ts                     | TypeScript |         18 |          0 |          2 |         20 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\pages\timeline\timelinedemo.scss                          | SCSS       |         18 |          0 |          3 |         21 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\primeblocks\blocks\blocks.component.html                  | HTML       |        391 |          0 |         19 |        410 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\primeblocks\blocks\blocks.component.ts                    | TypeScript |        387 |          0 |         20 |        407 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\primeblocks\blockviewer\blockviewer.component.scss        | SCSS       |         90 |          0 |         16 |        106 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\primeblocks\blockviewer\blockviewer.component.ts          | TypeScript |         54 |          1 |         16 |         71 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\primeblocks\primeblocks-routing.module.ts                 | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\primeblocks\primeblocks.module.ts                         | TypeScript |         29 |          0 |          2 |         31 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\button\buttondemo-routing.module.ts                 | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\button\buttondemo.component.html                    | HTML       |        158 |          0 |         12 |        170 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\button\buttondemo.component.ts                      | TypeScript |         22 |          0 |          7 |         29 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\button\buttondemo.module.ts                         | TypeScript |         20 |          0 |          2 |         22 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\charts\chartsdemo-routing.module.ts                 | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\charts\chartsdemo.component.html                    | HTML       |         30 |          0 |          5 |         35 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\charts\chartsdemo.component.ts                      | TypeScript |        242 |          0 |         28 |        270 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\charts\chartsdemo.module.ts                         | TypeScript |         14 |          0 |          2 |         16 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\file\filedemo-routing.module.ts                     | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\file\filedemo.component.html                        | HTML       |         17 |          0 |          2 |         19 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\file\filedemo.component.ts                          | TypeScript |         19 |          0 |          8 |         27 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\file\filedemo.module.ts                             | TypeScript |         16 |          0 |          3 |         19 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\floatlabel\floatlabeldemo-routing.module.ts         | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\floatlabel\floatlabeldemo.component.html            | HTML       |         86 |          0 |          1 |         87 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\floatlabel\floatlabeldemo.component.ts              | TypeScript |         47 |          3 |         21 |         71 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\floatlabel\floatlabeldemo.module.ts                 | TypeScript |         34 |          0 |          2 |         36 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\formlayout\formlayoutdemo-routing.module.ts         | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\formlayout\formlayoutdemo.component.html            | HTML       |        102 |          0 |          6 |        108 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\formlayout\formlayoutdemo.component.ts              | TypeScript |         23 |          0 |         10 |         33 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\formlayout\formlayoutdemo.module.ts                 | TypeScript |         34 |          0 |          2 |         36 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\input\inputdemo-routing.module.ts                   | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\input\inputdemo.component.html                      | HTML       |        184 |          0 |         19 |        203 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\input\inputdemo.component.ts                        | TypeScript |         55 |          0 |         26 |         81 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\input\inputdemo.module.ts                           | TypeScript |         58 |          0 |          2 |         60 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\invalid\invalidstatedemo-routing.module.ts          | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\invalid\invalidstatedemo.component.html             | HTML       |         50 |          0 |          4 |         54 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\invalid\invalidstatedemo.component.ts               | TypeScript |         45 |          2 |         20 |         67 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\invalid\invalidstatedemo.module.ts                  | TypeScript |         36 |          0 |          2 |         38 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\list\listdemo-routing.module.ts                     | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\list\listdemo.component.html                        | HTML       |         84 |          0 |          5 |         89 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\list\listdemo.component.ts                          | TypeScript |         55 |          0 |         19 |         74 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\list\listdemo.module.ts                             | TypeScript |         28 |          0 |          2 |         30 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\media\mediademo-routing.module.ts                   | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\media\mediademo.component.html                      | HTML       |         50 |          0 |          3 |         53 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\media\mediademo.component.ts                        | TypeScript |         55 |          0 |         10 |         65 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\media\mediademo.module.ts                           | TypeScript |         20 |          0 |          2 |         22 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\menus\confirmation.component.ts                     | TypeScript |         12 |          0 |          3 |         15 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\menus\menus.component.html                          | HTML       |         72 |          0 |         13 |         85 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\menus\menus.component.ts                            | TypeScript |        439 |          0 |         38 |        477 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\menus\menus.module.ts                               | TypeScript |         49 |          0 |          1 |         50 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\menus\payment.component.ts                          | TypeScript |         12 |          0 |          3 |         15 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\menus\personal.component.ts                         | TypeScript |         12 |          0 |          3 |         15 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\menus\seat.component.ts                             | TypeScript |         12 |          0 |          3 |         15 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\messages\messagesdemo-routing.module.ts             | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\messages\messagesdemo.component.html                | HTML       |         51 |          0 |          6 |         57 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\messages\messagesdemo.component.ts                  | TypeScript |         38 |          0 |         13 |         51 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\messages\messagesdemo.module.ts                     | TypeScript |         22 |          0 |          2 |         24 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\misc\miscdemo-routing.module.ts                     | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\misc\miscdemo.component.html                        | HTML       |        162 |          0 |         17 |        179 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\misc\miscdemo.component.ts                          | TypeScript |         20 |          0 |          7 |         27 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\misc\miscdemo.module.ts                             | TypeScript |         32 |          0 |          2 |         34 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\overlays\overlaysdemo-routing.module.ts             | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\overlays\overlaysdemo.component.html                | HTML       |        115 |          0 |         12 |        127 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\overlays\overlaysdemo.component.ts                  | TypeScript |         63 |          0 |         18 |         81 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\overlays\overlaysdemo.module.ts                     | TypeScript |         36 |          0 |          1 |         37 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\panels\panelsdemo-routing.module.ts                 | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\panels\panelsdemo.component.html                    | HTML       |        204 |          0 |         15 |        219 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\panels\panelsdemo.component.ts                      | TypeScript |         26 |          0 |          7 |         33 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\panels\panelsdemo.module.ts                         | TypeScript |         38 |          0 |          2 |         40 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\table\tabledemo-routing.module.ts                   | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\table\tabledemo.component.html                      | HTML       |        298 |          0 |          6 |        304 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\table\tabledemo.component.ts                        | TypeScript |        105 |          1 |         32 |        138 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\table\tabledemo.module.ts                           | TypeScript |         36 |          0 |          2 |         38 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\tree\treedemo-routing.module.ts                     | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\tree\treedemo.component.html                        | HTML       |         37 |          0 |          1 |         38 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\tree\treedemo.component.ts                          | TypeScript |         31 |          0 |         12 |         43 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\tree\treedemo.module.ts                             | TypeScript |         18 |          0 |          2 |         20 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\uikit-routing.module.ts                             | TypeScript |         25 |          0 |          2 |         27 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\uikit.module.ts                                     | TypeScript |         10 |          0 |          2 |         12 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\utilities\icons\icons.component.html                      | HTML       |         33 |          0 |         13 |         46 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\utilities\icons\icons.component.ts                        | TypeScript |         40 |          0 |         11 |         51 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\utilities\utilities-routing.module.ts                     | TypeScript |         11 |          0 |          2 |         13 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\utilities\utilities.module.ts                             | TypeScript |         14 |          0 |          2 |         16 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\interfaces\dishe.interface.ts                                        | TypeScript |          5 |          0 |          1 |          6 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\country.service.ts                                           | TypeScript |         12 |          0 |          4 |         16 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\customer.service.ts                                          | TypeScript |         25 |          0 |          6 |         31 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\duenia.service.ts                                            | TypeScript |         36 |          2 |         20 |         58 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\event.service.ts                                             | TypeScript |         12 |          0 |          4 |         16 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\icon.service.ts                                              | TypeScript |         16 |          0 |          7 |         23 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\node.service.ts                                              | TypeScript |         27 |          0 |          7 |         34 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\photo.service.ts                                             | TypeScript |         13 |          0 |          4 |         17 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\product.service.ts                                           | TypeScript |         31 |          0 |          7 |         38 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\components\side-bar\side-bar.component.html                        | HTML       |         25 |          3 |         10 |         38 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\components\side-bar\side-bar.component.scss                        | SCSS       |         48 |          0 |         10 |         58 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\components\side-bar\side-bar.component.ts                          | TypeScript |         12 |          0 |          7 |         19 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\duenia-routing.module.ts                                           | TypeScript |         59 |          0 |          6 |         65 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\duenia.module.ts                                                   | TypeScript |         64 |          0 |          8 |         72 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\interfaces\categoria.interface.ts                                  | TypeScript |          4 |          0 |          5 |          9 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\interfaces\dishes.interface.ts                                     | TypeScript |         13 |          1 |          6 |         20 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\interfaces\menu.interface.ts                                       | TypeScript |         20 |          0 |         12 |         32 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\interfaces\platillos.interface.ts                                  | TypeScript |         16 |          1 |          9 |         26 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\main-menu\main-menu.component.html                           | HTML       |         27 |          0 |          5 |         32 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\main-menu\main-menu.component.scss                           | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\main-menu\main-menu.component.ts                             | TypeScript |         15 |          0 |          8 |         23 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-category\manage-category.component.html               | HTML       |         73 |          7 |         23 |        103 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-category\manage-category.component.scss               | SCSS       |          0 |          0 |          1 |          1 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-category\manage-category.component.spec.ts            | TypeScript |         31 |          2 |         11 |         44 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-category\manage-category.component.ts                 | TypeScript |        139 |          2 |         31 |        172 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-dishes\manage-dishes.component.html                   | HTML       |        140 |          6 |         39 |        185 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-dishes\manage-dishes.component.scss                   | SCSS       |         57 |          1 |         11 |         69 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-dishes\manage-dishes.component.ts                     | TypeScript |        269 |         17 |         61 |        347 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-menu\manage-menu.component.html                       | HTML       |         61 |         12 |          6 |         79 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-menu\manage-menu.component.scss                       | SCSS       |         16 |          0 |          6 |         22 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-menu\manage-menu.component.ts                         | TypeScript |        102 |          4 |         41 |        147 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\report\report.component.html                                 | HTML       |          9 |          0 |          7 |         16 |
| c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\report\report.component.scss                                 | SCSS       |          0 |          0 |          1 |          1 |
